time,rgdpi,rexp,rincome,unemp,rgdp,fedfund,inflation,bank_id,size,commercial,concent_re,npl_re,provision,personnel,nii_avgass,netinc,concent_ind,dep_dem,npl_cc,concent_agro,concent_cc,concent_auto,concent_commind,dep_core,tier1
1/1/2003,1.6,2,1.5,5.866666667,1.6,1.25,2.1737766,103,1,0,571.62,0.08,0.07,1.45,3.63,0.78,20.98,5.41,0.67,0.29,0.05,0,23.4,72.1,17.32
4/1/2003,1.5,4.7,2,6.133333333,1.5,1.22,1.3430789,103,1,0,564.54,0.09,0.07,1.44,3.53,0.84,20.45,5.56,0.68,0.32,0.05,0,24.42,72.13,17.39
7/1/2003,3.2,5.8,3.6,6.133333333,3.2,1.01,2.484186333,103,1,0,561.77,0.11,0.06,1.44,3.46,0.76,20.96,5.62,0.19,0.33,0.06,0,24.71,71.62,17.34
10/1/2003,-2.1,2.8,3.3,5.833333333,-2.1,0.98,1.911687133,103,1,0,563.51,0.1,0.07,1.45,3.46,0.66,20.06,5.63,0.43,0.32,0.06,0,25.73,71.13,17.53
1/1/2004,-2.4,3.8,3.8,5.7,-2.4,1,2.817922467,103,1,0,557.58,0.11,0.06,1.48,3.49,0.71,19.66,5.64,0.82,0.32,0.04,0,26.06,70.72,17.54
4/1/2004,0.9,2.2,3.5,5.6,0.9,1.03,2.310066167,103,1,0,566.07,0.1,0.07,1.49,3.47,0.65,19.42,5.89,0.57,0.27,0.04,0,26.38,70.64,17.35
7/1/2004,0.6,4.8,2.5,5.433333333,0.6,1.61,1.9269524,103,1,0,577.8,0.11,0.06,1.48,3.49,0.7,20.29,5.88,0.8,0.38,0.05,0,25.18,69.7,17.5
10/1/2004,0.4,4.6,3.5,5.433333333,0.4,2.16,2.204867667,103,1,0,578.55,0.1,0.09,1.49,3.56,0.62,20.03,5.9,0.41,0.43,0.04,0,26.28,69.12,17.63
1/1/2005,0.3,2.6,1.8,5.3,0.3,2.63,2.546322033,103,1,0,582.85,0.07,0.07,1.52,3.53,0.63,20.7,6.04,0.83,0.53,0.05,0,27.31,68.76,17.52
4/1/2005,-2.5,4.5,1.7,5.1,-2.5,3.04,2.124910003,103,1,0,577.64,0.07,0.07,1.53,3.52,0.67,21.24,6.05,0.94,0.5,0.04,0,27.17,68.28,17.67
7/1/2005,1.2,3.4,1.4,4.966666667,1.2,3.62,2.467696767,103,1,0,580.3,0.08,0.07,1.54,3.48,0.62,21.33,6.1,0.66,0.46,0.04,0,27.1,67.57,17.68
10/1/2005,-0.9,0.7,1,4.966666667,-0.9,4.16,2.745949233,103,1,0,585.18,0.08,0.08,1.56,3.45,0.56,22.11,6.16,0.43,0.59,0.05,0,27.73,66.5,17.47
1/1/2006,3.2,4.4,4.3,4.733333333,3.2,4.59,2.995864633,103,1,0,590.8,0.07,0.07,1.55,3.4,0.53,22.78,6.13,0.42,0.76,0.06,0,28.11,65.58,17.42
4/1/2006,-4.5,2.1,3.7,4.633333333,-4.5,4.99,3.937975233,103,1,0,594.44,0.05,0.06,1.54,3.32,0.52,23.25,6.07,0.37,0.51,0.05,0,27.38,64.65,17.25
7/1/2006,-0.4,2.6,3.5,4.633333333,-0.4,5.25,3.173847167,103,1,0,602.12,0.06,0.07,1.54,3.24,0.47,24.08,6.24,0.94,0.69,0.05,0,27.69,63.12,17.14
10/1/2006,2.8,3.9,3.9,4.433333333,2.8,5.24,2.397725133,103,1,0,598.98,0.07,0.07,1.54,3.14,0.43,23.92,6.21,2.18,0.7,0.05,0,27.87,62.75,17.15
1/1/2007,-2.2,2.5,2.6,4.5,-2.2,5.26,2.935688833,103,1,0,600.24,0.08,0.06,1.56,3.12,0.42,22.46,6.02,1.5,0.69,0.05,0,27.93,63.06,17.06
4/1/2007,1.4,1.1,2.7,4.5,1.4,5.25,2.022198767,103,1,0,602.3,0.07,0.05,1.54,3.1,0.38,22.49,5.99,0.49,0.91,0.05,0,27.68,62.77,17.05
7/1/2007,-0.2,2.7,2.7,4.666666667,-0.2,4.94,2.585464433,103,1,0,604.51,0.09,0.05,1.54,3.13,0.42,22.89,6.19,0.48,1.06,0.07,0,28.61,62.51,16.82
10/1/2007,0.1,1.6,1.5,4.8,0.1,4.24,3.313651733,103,1,0,607.41,0.09,0.11,1.53,3.11,0.36,21.42,5.92,1.44,0.69,0.05,0,28.68,61.86,16.9
1/1/2008,-4.1,-0.5,1,5,-4.1,2.61,2.841821967,103,1,0,613.74,0.1,0.08,1.53,3.08,0.34,21.43,5.79,0.91,0.76,0.05,0,30.97,61.55,16.54
4/1/2008,3.9,1.1,2.4,5.333333333,3.9,2,3.016511267,103,1,0,627.64,0.08,0.11,1.53,3.17,0.39,21,5.83,0.61,1.06,0.04,0,31.4,61.2,16.21
7/1/2008,-4.4,-3,0.2,6,-4.4,1.81,3.1400506,103,1,0,634.58,0.09,0.17,1.52,3.32,0.16,20.64,5.81,1.24,1.13,0.04,0,30.29,60.81,16.1
10/1/2008,-6.4,-3.6,1.2,6.866666667,-6.4,0.16,1.536338433,103,1,0,635.13,0.09,0.32,1.52,3.31,0.17,20.13,5.91,0.62,1.41,0.07,0,32.92,60.72,16.22
1/1/2009,3.9,-1,0.8,8.266666667,3.9,0.18,2.1323338,103,1,0,637.95,0.1,0.21,1.5,3.26,0.33,20.79,5.86,0.31,1.55,0.06,0,33.83,61.44,15.86
4/1/2009,3.9,-2,-0.6,9.3,3.9,0.21,1.560174167,103,1,0,634.46,0.13,0.35,1.49,3.2,0.05,19.89,5.84,1.26,1.61,0.06,0,35.02,62.07,15.78
7/1/2009,2.2,2.7,0.2,9.633333333,2.2,0.15,1.237772933,103,1,0,645,0.15,0.33,1.5,3.31,0.29,22.22,5.95,1.68,1.63,0.06,0,37.01,62.1,15.38
10/1/2009,2.8,-0.4,-0.7,9.933333333,2.8,0.12,0.37784177,103,1,0,634.35,0.13,0.55,1.52,3.43,0.09,21.47,6.09,0.54,1.58,0.07,0,40.69,62.91,15.23
1/1/2010,-2.3,2.3,0.3,9.833333333,-2.3,0.16,0.556711583,103,1,0,622.1,0.11,0.34,1.48,3.48,0.37,20.83,6.06,0.2,1.81,0.06,0,42.25,75.61,15.36
4/1/2010,1.9,3.6,1.4,9.633333333,1.9,0.18,0.969854123,103,1,0,603.2,0.1,0.28,1.48,3.52,0.46,19.94,6.32,0.33,2.19,0.04,0,42.26,75.75,15.72
7/1/2010,-0.8,2.9,3.3,9.466666667,-0.8,0.19,0.767667653,103,1,0,598.35,0.14,0.27,1.5,3.55,0.47,19.24,6.23,0.32,2.18,0.03,0,41.04,75.54,15.9
10/1/2010,-1,2.5,3.5,9.5,-1,0.18,1.056716483,103,1,0,590.34,0.1,0.4,1.5,3.51,0.22,17.4,6.19,0.53,1.72,0.03,0,38.74,76.22,16.01
1/1/2011,-3.1,1.5,3.7,9.033333333,-3.1,0.14,1.956926067,103,1,0,574.99,0.11,0.2,1.53,3.52,0.38,16.92,6.52,0.51,1.64,0.03,5.94,36.92,77.3,16.36
4/1/2011,3.7,0.4,1.7,9.066666667,3.7,0.09,1.421443067,103,1,0,578.71,0.1,0.22,1.53,3.52,0.4,16.07,6.68,1.12,1.56,0.03,5.19,35.54,77.14,16.53
7/1/2011,-2.9,1.2,1.5,9,-2.9,0.08,2.482953367,103,1,0,574.01,0.11,0.27,1.56,3.56,0.5,16.89,7.06,0.37,1.75,0.03,5.9,35.03,76.35,16.88
10/1/2011,4.8,0.7,1.4,8.633333333,4.8,0.07,2.338421633,103,1,0,558.43,0.07,0.38,1.57,3.58,0.46,17.09,7.26,0.56,1.91,0.01,5.99,34.5,76.31,17.07
1/1/2012,-1.3,2.9,2.3,8.266666667,-1.3,0.13,2.266565867,103,1,0,529.41,0.11,0.25,1.58,3.52,0.43,14.84,7.08,0.12,1,0.02,5.18,24.66,76.81,19.15
4/1/2012,-1.5,0.7,3.5,8.2,-1.5,0.16,1.883735467,103,1,0,523.9,0.09,0.23,1.59,3.41,0.41,13.97,7.06,0.24,1.1,0.02,4.78,22.97,76.62,19.52
7/1/2012,-1.1,0.8,2.4,8.033333333,-1.1,0.14,2.397231067,103,1,0,519.7,0.08,0.23,1.61,3.42,0.45,13.8,7.21,0.21,1.12,0.02,4.41,22.54,76.26,20.07
10/1/2012,-0.3,1.6,4.9,7.8,-0.3,0.16,1.896425767,103,1,0,520.85,0.07,0.25,1.61,3.39,0.41,13.35,7.27,0.29,1.15,0.02,4.32,22.96,76.74,20.02
1/1/2013,3.1,2.1,-1,7.733333333,3.1,0.14,2.224480567,103,1,0,511.87,0.06,0.15,1.63,3.33,0.43,13.03,7.76,0.03,1.11,0.02,4.28,22.31,77.19,20.34
4/1/2013,-2.9,0.6,-1.2,7.533333333,-2.9,0.09,0.997089787,103,1,0,508.39,0.05,0.13,1.64,3.32,0.45,13.04,7.76,0.1,1.15,0.02,4.12,22.02,77.16,20.48
7/1/2013,2.6,1.5,-0.1,7.233333333,2.6,0.08,2.4532932,103,1,0,503.93,0.05,0.11,1.62,3.32,0.41,12.57,7.5,0.17,1.12,0.02,3.87,21.37,77,20.67
10/1/2013,-0.3,3.2,-2.6,6.933333333,-0.3,0.09,1.819487333,103,1,0,500.4,0.05,0.09,1.61,3.34,0.39,12.33,7.4,0.13,1.04,0.01,3.77,20.77,76.86,21.02
1/1/2014,-4.3,1.5,2.7,6.666666667,-4.3,0.08,2.022960733,103,1,0,494.15,0.04,0.08,1.65,3.33,0.36,11.95,7.71,0.32,0.97,0.02,3.68,21.23,76.71,21.63
4/1/2014,6.6,3.8,3.3,6.2,6.6,0.1,2.2803082,103,1,0,498.52,0.05,0.09,1.62,3.34,0.43,12.11,7.63,0.05,1.07,0.02,3.77,21.07,76.2,21.83
7/1/2014,-0.5,4,4.1,6.066666667,-0.5,0.09,1.695814233,103,1,0,498.99,0.05,0.07,1.62,3.34,0.47,12.46,7.74,0.08,1.02,0.01,3.77,19.99,75.9,21.84
10/1/2014,-2.9,4.5,5.2,5.7,-2.9,0.12,1.888305933,103,1,0,492.5,0.06,0.09,1.62,3.31,0.43,11.91,7.93,0.07,0.94,0.02,3.74,20.16,75.63,22.24
1/1/2015,1.5,2.7,5.3,5.533333333,1.5,0.11,2.135416533,103,1,0,487.89,0.04,0.06,1.64,3.29,0.47,11.77,8.19,0.05,0.83,0.01,3.85,19.3,75.82,22.63
4/1/2015,-1,2.7,4.2,5.433333333,-1,0.13,2.745550967,103,1,0,493.78,0.05,0.06,1.64,3.29,0.49,12.02,8.2,0.09,0.91,0.01,3.96,20.06,75.49,22.53
7/1/2015,-1,3.1,3.6,5.1,-1,0.14,2.354353367,103,1,0,495.49,0.04,0.07,1.64,3.32,0.51,11.37,8.15,0.29,0.88,0.01,4.04,19.66,75.19,22.7
10/1/2015,-0.7,2,2.8,5.033333333,-0.7,0.24,2.5450137,103,1,0,498.46,0.04,0.07,1.66,3.34,0.45,12.52,8.4,0.38,0.87,0.01,4.3,19.53,75.51,22.37
1/1/2016,1.8,3,2.3,4.9,1.8,0.36,2.486848,103,1,0,497.13,0.05,0.04,1.72,3.31,0.47,12.45,8.97,0.46,1.03,0.01,4.63,19.69,75.39,22.45
4/1/2016,-1.2,2,1.8,4.933333333,-1.2,0.38,2.893692,103,1,0,497.74,0.05,0.05,1.72,3.34,0.53,13.99,9.25,0.3,1.12,0.02,4.76,20.54,75.4,22.41
7/1/2016,1.2,2.4,1.7,4.9,1.2,0.4,2.607245467,103,1,0,498.97,0.05,0.06,1.7,3.34,0.56,14.15,9.28,0.29,1.13,0.01,4.72,19.57,75.1,22.59
10/1/2016,-0.4,2,1.6,4.766666667,-0.4,0.54,2.396777,103,1,0,499.98,0.05,0.06,1.7,3.32,0.48,14.07,9.27,0.3,1.08,0.01,4.35,19.6,75.21,22.67
1/1/2017,-0.3,2.9,1.8,4.566666667,-0.3,0.79,1.932339233,103,1,0,502.14,0.05,0.05,1.76,3.34,0.5,14.02,9.83,0.5,1.06,0.01,4.37,19.78,75.58,22.43
4/1/2017,0.3,1.6,3,4.366666667,0.3,1.04,1.635852,103,1,0,498.71,0.03,0.06,1.72,3.39,0.57,15.11,9.84,0.2,1.31,0.01,4.71,20.39,74.98,22.65
7/1/2017,1.4,2.4,3.1,4.333333333,1.4,1.15,2.477825,103,1,0,497.25,0.04,0.06,1.69,3.41,0.6,15.16,9.89,0.37,1.3,0.01,4.76,19.95,74.51,22.77
10/1/2017,0.7,4.4,3,4.166666667,0.7,1.3,2.471365333,103,1,0,489.74,0.05,0.06,1.68,3.4,0.23,16.33,9.72,0.49,1.37,0.01,5.01,19.79,74.32,23.05
1/1/2018,-1.3,2.7,3,4.033333333,-1.3,1.51,2.899897667,103,1,0,492.27,0.03,0.05,1.69,3.41,0.56,14.37,10.38,0.46,1.25,0.01,4.66,19.94,74.52,22.51
4/1/2018,0,2.9,2.8,3.933333333,0,1.82,2.367133667,103,1,0,495.15,0.04,0.04,1.71,3.45,0.61,14.5,10.81,1.11,1.59,0.01,4.99,20.48,74.25,22.74
7/1/2018,0.1,2.6,3.4,3.766666667,0.1,1.95,2.113629333,103,1,0,485.04,0.05,0.04,1.66,3.45,0.67,14.69,10.17,0.9,1.55,0,5.12,19.81,73.69,23.09
10/1/2018,-2.2,1.8,4.1,3.833333333,-2.2,2.27,2.480748,103,1,0,477.8,0.05,0.05,1.65,3.45,0.61,13.24,10.16,0.32,1.46,0,4.65,20.09,73.53,23.32
1/1/2019,1.5,0.4,4.4,3.866666667,1.5,2.41,2.639438,103,1,0,470.19,0.05,0.05,1.68,3.41,0.6,13.38,10.47,0.46,1.33,0,5.08,20.93,73.24,23.5
4/1/2019,0.5,2.6,3.5,3.633333333,0.5,2.38,2.455842333,103,1,0,468.93,0.03,0.05,1.69,3.4,0.64,13.61,10.74,0.36,1.59,0.01,5.27,21.14,72.91,23.52
7/1/2019,0.9,3.4,3.2,3.633333333,0.9,2.04,2.854942333,103,1,0,473.51,0.05,0.05,1.66,3.37,0.63,13.88,10.48,0.85,1.67,0,5.23,20.46,72.97,23.53
10/1/2019,-1.8,2.4,2.8,3.6,-1.8,1.55,3.040421333,103,1,0,463.25,0.04,0.05,1.71,3.24,0.48,13.57,9.72,0.49,1.31,0,4.74,19.02,73.24,24.67
1/1/2020,-6.4,-6.2,2.1,3.8,-6.4,0.65,2.248194,103,1,0,467.32,0.05,0.07,1.73,3.18,0.45,12.98,9.83,0.42,1.24,0.01,4.87,19.21,73.28,23.08
4/1/2020,-25.3,-32.1,12.3,12.96666667,-25.3,0.08,0.1424669,103,1,0,449.93,0.06,0.12,1.69,3.04,0.61,12.07,9.91,0.27,1.15,0.08,4.47,30.26,73.56,22.98
7/1/2020,65.2,43,6.9,8.833333333,65.2,0.09,2.964512033,103,1,0,451.8,0.04,0.09,1.66,2.96,0.61,10.96,10.01,0.37,1.21,0,4.18,30.18,74.34,23.13
10/1/2020,-31.4,3.9,3.7,6.766666667,-31.4,0.09,1.5928098,103,1,0,441.35,0.04,0.08,1.7,2.96,0.53,11.32,10.21,0.16,1.06,0,4.14,24.12,74.96,23.54
1/1/2021,2.4,10.8,14.5,6.2,2.4,0.07,2.210196567,103,1,0,429.75,0.02,0.04,1.62,2.86,0.66,10.47,11.26,0.17,0.91,0,3.95,24.52,76.01,23.18
4/1/2021,0.7,12.1,-4.4,5.933333333,0.7,0.08,3.645780667,103,1,0,435.14,0.03,0.02,1.54,2.86,0.58,10.56,10.99,0.06,0.86,0,4.05,23.29,75.65,22.73
7/1/2021,-4.3,3,-1.5,5.133333333,-4.3,0.08,3.130806667,103,1,0,425.95,0.03,0.02,1.54,2.86,0.57,10.72,10.99,0.02,1.06,0,4.14,18.8,76.45,22.89
10/1/2021,4.3,3.1,-0.4,4.2,4.3,0.08,4.981101667,103,1,0,419.62,0.02,0.02,1.59,2.82,0.5,10.61,10.66,0,1.08,0,4.16,16.71,76.57,23.71
1/1/2022,-8.6,1.3,-12.8,3.8,-8.6,0.2,6.516352,103,1,0,425.52,0.01,0.01,1.49,2.79,0.42,10.53,10.99,0.03,0.91,0,4.22,15.53,77.75,23.66
4/1/2022,1,2,-5.7,3.6,1,1.21,7.109787,103,1,0,435.59,0.02,0.02,1.51,2.94,0.46,10.46,11.47,0.06,0.9,0,4.41,14.95,78.24,23.02
7/1/2022,3.8,2.3,-3.8,3.566666667,3.8,2.56,6.988024333,103,1,0,445.34,0.03,0.03,1.55,3.2,0.6,10.6,11.62,0.2,1.01,0.08,4.62,14.64,77.72,22.87
10/1/2022,-0.6,1,-1.4,3.6,-0.6,4.1,5.869925,103,1,0,455.26,0.02,0.04,1.58,3.3,0.56,10.83,11.75,0.14,0.95,0.09,4.8,14.34,75.84,22.76
